node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RPL11	RPS8	9606.ENSP00000496250	9606.ENSP00000379888	0	0.420	0	0	0.991	0.995	0	0.766	0.999
RPL11	RPS14	9606.ENSP00000496250	9606.ENSP00000385958	0.115	0	0	0	0.962	0.980	0	0.800	0.999
RPL11	RPL23A	9606.ENSP00000496250	9606.ENSP00000389103	0.231	0	0	0	0.991	0.995	0	0.647	0.999
RPL11	RPS18	9606.ENSP00000496250	9606.ENSP00000393241	0.231	0	0	0	0.991	0.993	0	0.769	0.999
RPL11	RPL6	9606.ENSP00000496250	9606.ENSP00000403172	0.111	0	0	0	0.991	0.995	0.900	0.815	0.999
RPL11	RPS24	9606.ENSP00000496250	9606.ENSP00000414321	0	0	0	0	0.991	0.993	0	0.919	0.999
RPL11	RPL32	9606.ENSP00000496250	9606.ENSP00000416429	0.075	0	0	0	0.991	0.994	0.900	0.730	0.999
RPL11	RPL37A	9606.ENSP00000496250	9606.ENSP00000418082	0	0	0	0	0.979	0.995	0	0.406	0.999
RPL11	RPL30	9606.ENSP00000496250	9606.ENSP00000428085	0	0	0	0	0.991	0.995	0.900	0.706	0.999
RPL11	RPS20	9606.ENSP00000496250	9606.ENSP00000429374	0.120	0	0	0	0.993	0.994	0	0.756	0.999
RPL11	RPS25	9606.ENSP00000496250	9606.ENSP00000435096	0	0	0	0	0.991	0.995	0	0.808	0.999
RPL11	RPS13	9606.ENSP00000496250	9606.ENSP00000435777	0	0	0	0	0.999	0.995	0	0.647	0.999
RPL11	UBC	9606.ENSP00000496250	9606.ENSP00000441543	0	0	0	0	0.378	0.492	0	0.108	0.694
RPL11	RPL41	9606.ENSP00000496250	9606.ENSP00000449026	0	0	0	0	0.541	0.429	0.900	0.418	0.982
RPL11	RPL28	9606.ENSP00000496250	9606.ENSP00000452763	0	0	0	0	0.967	0.993	0	0.762	0.999
RPL11	RPL26	9606.ENSP00000496250	9606.ENSP00000463784	0.115	0	0	0	0.999	0.970	0	0.873	0.999
RPL11	RPL36	9606.ENSP00000496250	9606.ENSP00000464342	0	0	0	0	0.982	0.995	0.900	0.711	0.999
RPL11	RPS15	9606.ENSP00000496250	9606.ENSP00000466010	0.231	0	0	0	0.985	0.993	0	0.744	0.999
RPL11	RPS19	9606.ENSP00000496250	9606.ENSP00000470972	0	0	0	0	0.991	0.994	0	0.928	0.999
RPL11	RPS28	9606.ENSP00000496250	9606.ENSP00000472469	0	0	0	0	0.991	0.993	0.900	0.717	0.999
RPL11	RPS5	9606.ENSP00000496250	9606.ENSP00000472985	0.115	0	0	0	0.991	0.994	0	0.877	0.999
RPL11	TPT1	9606.ENSP00000496250	9606.ENSP00000477781	0	0	0	0	0.957	0.128	0	0.044	0.961
RPL11	RPL9	9606.ENSP00000496250	9606.ENSP00000494697	0.120	0	0	0	0.991	0.994	0	0.743	0.999
RPL11	RPS7	9606.ENSP00000496250	9606.ENSP00000495273	0	0	0	0	0.991	0.995	0	0.680	0.999
RPL11	RPL35A	9606.ENSP00000496250	9606.ENSP00000495672	0	0	0	0	0.991	0.992	0	0.915	0.999
RPL11	RPS27	9606.ENSP00000496250	9606.ENSP00000499044	0	0	0	0	0.960	0.979	0	0.710	0.999
RPL12	RPL18A	9606.ENSP00000354739	9606.ENSP00000222247	0.106	0	0	0	0.985	0.993	0	0.621	0.999
RPL12	RPL19	9606.ENSP00000354739	9606.ENSP00000225430	0	0	0	0	0.977	0.994	0	0.665	0.999
RPL12	RPS12	9606.ENSP00000354739	9606.ENSP00000230050	0.057	0	0	0	0.999	0.995	0	0.354	0.999
RPL12	RPL35	9606.ENSP00000354739	9606.ENSP00000259469	0.106	0	0	0	0.977	0.993	0	0.509	0.999
RPL12	RPL8	9606.ENSP00000354739	9606.ENSP00000262584	0.070	0	0	0	0.991	0.994	0	0.681	0.999
RPL12	RPS11	9606.ENSP00000354739	9606.ENSP00000270625	0.106	0	0	0	0.973	0.993	0	0.757	0.999
RPL12	RPS27A	9606.ENSP00000354739	9606.ENSP00000272317	0	0	0	0	0.959	0.991	0	0.297	0.999
RPL12	RPL37	9606.ENSP00000354739	9606.ENSP00000274242	0	0	0	0	0.948	0.991	0	0.645	0.999
RPL12	RPS3	9606.ENSP00000354739	9606.ENSP00000278572	0.106	0	0	0	0.978	0.994	0	0.733	0.999
RPL12	RPL29	9606.ENSP00000354739	9606.ENSP00000294189	0	0	0	0	0.964	0.990	0	0.600	0.999
RPL12	RPS23	9606.ENSP00000354739	9606.ENSP00000296674	0.086	0	0	0	0.976	0.994	0	0.641	0.999
RPL12	RPL13	9606.ENSP00000354739	9606.ENSP00000307889	0	0	0	0	0.978	0.995	0	0.315	0.999
RPL12	RPS15A	9606.ENSP00000354739	9606.ENSP00000318646	0.057	0	0	0	0.999	0.974	0	0.447	0.999
RPL12	RPL7	9606.ENSP00000354739	9606.ENSP00000339795	0.061	0	0	0	0.947	0.981	0	0.822	0.999
RPL12	RPS2	9606.ENSP00000354739	9606.ENSP00000341885	0.086	0	0	0	0.979	0.994	0	0.775	0.999
RPL12	RPL3	9606.ENSP00000354739	9606.ENSP00000346001	0.070	0.003	0	0	0.960	0.986	0	0.855	0.999
RPL12	RPL27A	9606.ENSP00000354739	9606.ENSP00000346015	0.053	0	0	0	0.991	0.995	0	0.669	0.999
RPL12	RPL21	9606.ENSP00000354739	9606.ENSP00000346027	0	0	0	0	0.981	0.994	0	0.503	0.999
RPL12	RPLP1	9606.ENSP00000354739	9606.ENSP00000346037	0.106	0	0	0	0.969	0.977	0	0.729	0.999
RPL12	RPS3A	9606.ENSP00000354739	9606.ENSP00000346050	0	0	0	0	0.981	0.995	0	0.525	0.999
RPL12	RPL41	9606.ENSP00000354739	9606.ENSP00000449026	0	0	0	0	0.344	0.297	0	0.417	0.707
RPL12	TPT1	9606.ENSP00000354739	9606.ENSP00000477781	0	0	0	0	0.763	0.331	0	0.255	0.871
RPL12	RPS29	9606.ENSP00000354739	9606.ENSP00000379339	0.070	0	0	0	0.962	0.989	0	0.509	0.999
RPL12	RPL28	9606.ENSP00000354739	9606.ENSP00000452763	0	0	0	0	0.959	0.991	0	0.639	0.999
RPL12	RPS27	9606.ENSP00000354739	9606.ENSP00000499044	0	0	0	0	0.955	0.979	0	0.452	0.999
RPL12	RPL35A	9606.ENSP00000354739	9606.ENSP00000495672	0	0	0	0	0.977	0.992	0	0.589	0.999
RPL12	RPS13	9606.ENSP00000354739	9606.ENSP00000435777	0.069	0	0	0	0.978	0.994	0	0.666	0.999
RPL12	RPL32	9606.ENSP00000354739	9606.ENSP00000416429	0	0	0	0	0.997	0.992	0	0.751	0.999
RPL12	RPS9	9606.ENSP00000354739	9606.ENSP00000375632	0.082	0	0	0	0.984	0.995	0	0.745	0.999
RPL12	RPL39	9606.ENSP00000354739	9606.ENSP00000355315	0.057	0	0	0	0.999	0.967	0	0.699	0.999
RPL12	RPL13A	9606.ENSP00000354739	9606.ENSP00000375730	0.048	0	0	0	0.965	0.978	0.800	0.589	0.999
RPL12	RPS14	9606.ENSP00000354739	9606.ENSP00000385958	0.069	0	0	0	0.960	0.979	0	0.597	0.999
RPL12	RPL34	9606.ENSP00000354739	9606.ENSP00000378163	0	0	0	0	0.979	0.993	0	0.508	0.999
RPL12	RPS18	9606.ENSP00000354739	9606.ENSP00000393241	0.105	0	0	0	0.981	0.993	0	0.615	0.999
RPL12	RPS16	9606.ENSP00000354739	9606.ENSP00000367806	0.070	0	0	0	0.997	0.995	0	0.545	0.999
RPL12	RPS19	9606.ENSP00000354739	9606.ENSP00000470972	0.106	0	0	0	0.977	0.993	0	0.701	0.999
RPL12	RPL7A	9606.ENSP00000354739	9606.ENSP00000361076	0.057	0	0	0	0.972	0.994	0	0.732	0.999
RPL12	RPL6	9606.ENSP00000354739	9606.ENSP00000403172	0	0	0	0	0.990	0.993	0	0.784	0.999
RPL12	RPL36	9606.ENSP00000354739	9606.ENSP00000464342	0	0	0	0	0.978	0.994	0	0.666	0.999
RPL12	RPS24	9606.ENSP00000354739	9606.ENSP00000414321	0	0	0	0	0.992	0.992	0	0.756	0.999
RPL12	RPL9	9606.ENSP00000354739	9606.ENSP00000494697	0.086	0	0	0	0.979	0.993	0	0.663	0.999
RPL12	RPL24	9606.ENSP00000354739	9606.ENSP00000377640	0	0	0	0	0.994	0.995	0	0.417	0.999
RPL12	RPL37A	9606.ENSP00000354739	9606.ENSP00000418082	0	0	0	0	0.936	0.993	0	0.488	0.999
RPL12	RPS8	9606.ENSP00000354739	9606.ENSP00000379888	0	0	0	0	0.992	0.995	0	0.689	0.999
RPL12	RPS15	9606.ENSP00000354739	9606.ENSP00000466010	0.106	0	0	0	0.990	0.991	0	0.624	0.999
RPL12	RPS6	9606.ENSP00000354739	9606.ENSP00000369757	0	0	0	0	0.983	0.995	0	0.583	0.999
RPL12	RPL26	9606.ENSP00000354739	9606.ENSP00000463784	0.070	0	0	0	0.979	0.966	0	0.657	0.999
RPL12	RPS25	9606.ENSP00000354739	9606.ENSP00000435096	0	0	0	0	0.991	0.994	0	0.487	0.999
RPL12	RPL23A	9606.ENSP00000354739	9606.ENSP00000389103	0.106	0	0	0	0.991	0.995	0	0.888	0.999
RPL12	RPS20	9606.ENSP00000354739	9606.ENSP00000429374	0.086	0	0	0	0.988	0.994	0	0.666	0.999
RPL12	RPS7	9606.ENSP00000354739	9606.ENSP00000495273	0	0	0	0	0.978	0.992	0	0.332	0.999
RPL12	RPS4X	9606.ENSP00000354739	9606.ENSP00000362744	0	0	0	0	0.937	0.974	0	0.449	0.999
RPL12	RPS28	9606.ENSP00000354739	9606.ENSP00000472469	0	0	0	0	0.978	0.992	0	0.488	0.999
RPL12	RPS5	9606.ENSP00000354739	9606.ENSP00000472985	0.070	0	0	0	0.969	0.993	0	0.579	0.999
RPL12	RPL30	9606.ENSP00000354739	9606.ENSP00000428085	0	0	0	0	0.984	0.997	0	0.659	0.999
RPL13	RPL18A	9606.ENSP00000307889	9606.ENSP00000222247	0	0	0	0	0.991	0.993	0	0.348	0.999
RPL13	RPL19	9606.ENSP00000307889	9606.ENSP00000225430	0	0	0	0	0.991	0.996	0	0.467	0.999
RPL13	RPS12	9606.ENSP00000307889	9606.ENSP00000230050	0	0	0	0	0.985	0.993	0	0.233	0.999
RPL13	RPL35	9606.ENSP00000307889	9606.ENSP00000259469	0	0	0	0	0.986	0.994	0	0.481	0.999
RPL13	RPL8	9606.ENSP00000307889	9606.ENSP00000262584	0	0	0	0	0.991	0.993	0	0.534	0.999
RPL13	RPS11	9606.ENSP00000307889	9606.ENSP00000270625	0	0	0	0	0.991	0.993	0	0.415	0.999
RPL13	RPS27A	9606.ENSP00000307889	9606.ENSP00000272317	0	0	0	0	0.954	0.991	0	0.416	0.999
RPL13	RPL37	9606.ENSP00000307889	9606.ENSP00000274242	0	0	0	0	0.949	0.991	0	0.336	0.999
RPL13	RPS3	9606.ENSP00000307889	9606.ENSP00000278572	0	0	0	0	0.991	0.994	0	0.287	0.999
RPL13	RPL29	9606.ENSP00000307889	9606.ENSP00000294189	0	0	0	0	0.959	0.991	0	0.380	0.999
RPL13	RPS23	9606.ENSP00000307889	9606.ENSP00000296674	0	0	0	0	0.991	0.995	0	0.358	0.999
RPL13	RPL41	9606.ENSP00000307889	9606.ENSP00000449026	0	0	0	0	0.344	0.429	0	0.155	0.655
RPL13	UBC	9606.ENSP00000307889	9606.ENSP00000441543	0	0	0	0	0.296	0.488	0	0.194	0.684
RPL13	TPT1	9606.ENSP00000307889	9606.ENSP00000477781	0	0	0	0	0.947	0.238	0	0.091	0.960
RPL13	RPL39	9606.ENSP00000307889	9606.ENSP00000355315	0	0	0	0	0.875	0.967	0	0.174	0.996
RPL13	RPS15A	9606.ENSP00000307889	9606.ENSP00000318646	0	0	0	0	0.931	0.972	0	0.180	0.998
RPL13	RPS24	9606.ENSP00000307889	9606.ENSP00000414321	0	0	0	0	0.991	0.991	0	0.294	0.999
RPL13	RPL9	9606.ENSP00000307889	9606.ENSP00000494697	0	0	0	0	0.990	0.992	0	0.409	0.999
RPL13	RPL7	9606.ENSP00000307889	9606.ENSP00000339795	0	0	0	0	0.959	0.994	0	0.325	0.999
RPL13	RPL36	9606.ENSP00000307889	9606.ENSP00000464342	0	0	0	0	0.981	0.996	0	0.337	0.999
RPL13	RPL6	9606.ENSP00000307889	9606.ENSP00000403172	0	0	0	0	0.991	0.995	0	0.464	0.999
RPL13	RPL7A	9606.ENSP00000307889	9606.ENSP00000361076	0	0	0	0	0.991	0.996	0	0.343	0.999
RPL13	RPL27A	9606.ENSP00000307889	9606.ENSP00000346015	0	0	0	0	0.992	0.997	0	0.437	0.999
RPL13	RPS19	9606.ENSP00000307889	9606.ENSP00000470972	0	0	0	0	0.991	0.993	0	0.493	0.999
RPL13	RPS16	9606.ENSP00000307889	9606.ENSP00000367806	0	0	0	0	0.991	0.995	0	0.420	0.999
RPL13	RPL34	9606.ENSP00000307889	9606.ENSP00000378163	0	0	0	0	0.979	0.993	0	0.407	0.999
RPL13	RPS18	9606.ENSP00000307889	9606.ENSP00000393241	0	0	0	0	0.991	0.993	0	0.539	0.999
RPL13	RPL30	9606.ENSP00000307889	9606.ENSP00000428085	0	0	0	0	0.991	0.996	0	0.266	0.999
RPL13	RPS4X	9606.ENSP00000307889	9606.ENSP00000362744	0	0	0	0	0.955	0.981	0	0.326	0.999
RPL13	RPS7	9606.ENSP00000307889	9606.ENSP00000495273	0	0	0	0	0.991	0.994	0	0.536	0.999
RPL13	RPLP1	9606.ENSP00000307889	9606.ENSP00000346037	0	0	0	0	0.992	0.993	0	0.331	0.999
RPL13	RPS5	9606.ENSP00000307889	9606.ENSP00000472985	0	0	0	0	0.991	0.991	0	0.356	0.999
RPL13	RPS28	9606.ENSP00000307889	9606.ENSP00000472469	0	0	0	0	0.979	0.992	0	0.349	0.999
RPL13	RPS25	9606.ENSP00000307889	9606.ENSP00000435096	0	0	0	0	0.979	0.997	0	0.300	0.999
RPL13	RPS20	9606.ENSP00000307889	9606.ENSP00000429374	0	0	0	0	0.981	0.995	0	0.320	0.999
RPL13	RPL23A	9606.ENSP00000307889	9606.ENSP00000389103	0	0	0	0	0.991	0.995	0	0.385	0.999
RPL13	RPS15	9606.ENSP00000307889	9606.ENSP00000466010	0	0	0	0	0.987	0.993	0	0.248	0.999
RPL13	RPS2	9606.ENSP00000307889	9606.ENSP00000341885	0	0	0	0	0.991	0.996	0	0.404	0.999
RPL13	RPS8	9606.ENSP00000307889	9606.ENSP00000379888	0	0	0	0	0.993	0.996	0	0.391	0.999
RPL13	RPL24	9606.ENSP00000307889	9606.ENSP00000377640	0	0	0	0	0.982	0.995	0	0.424	0.999
RPL13	RPL37A	9606.ENSP00000307889	9606.ENSP00000418082	0	0	0	0	0.979	0.995	0	0.116	0.999
RPL13	RPS6	9606.ENSP00000307889	9606.ENSP00000369757	0	0	0	0	0.991	0.995	0	0.377	0.999
RPL13	RPL26	9606.ENSP00000307889	9606.ENSP00000463784	0	0	0	0	0.959	0.985	0	0.167	0.999
RPL13	RPL28	9606.ENSP00000307889	9606.ENSP00000452763	0	0	0	0	0.985	0.993	0	0.471	0.999
RPL13	RPS27	9606.ENSP00000307889	9606.ENSP00000499044	0	0	0	0	0.958	0.979	0	0.280	0.999
RPL13	RPL3	9606.ENSP00000307889	9606.ENSP00000346001	0	0	0	0	0.960	0.992	0	0.427	0.999
RPL13	RPL35A	9606.ENSP00000307889	9606.ENSP00000495672	0	0	0	0	0.991	0.993	0	0.184	0.999
RPL13	RPL21	9606.ENSP00000307889	9606.ENSP00000346027	0	0	0	0	0.991	0.996	0	0.347	0.999
RPL13	RPS29	9606.ENSP00000307889	9606.ENSP00000379339	0	0	0	0	0.973	0.991	0	0.504	0.999
RPL13	RPS14	9606.ENSP00000307889	9606.ENSP00000385958	0	0	0	0	0.964	0.977	0	0.208	0.999
RPL13	RPS9	9606.ENSP00000307889	9606.ENSP00000375632	0	0	0	0	0.990	0.994	0	0.381	0.999
RPL13	RPL13A	9606.ENSP00000307889	9606.ENSP00000375730	0	0	0	0	0.967	0.992	0.800	0.561	0.999
RPL13	RPL32	9606.ENSP00000307889	9606.ENSP00000416429	0	0	0	0	0.991	0.991	0	0.371	0.999
RPL13	RPS13	9606.ENSP00000307889	9606.ENSP00000435777	0	0	0	0	0.991	0.995	0	0.320	0.999
RPL13	RPS3A	9606.ENSP00000307889	9606.ENSP00000346050	0	0	0	0	0.991	0.995	0	0.454	0.999
RPL13A	RPL18A	9606.ENSP00000375730	9606.ENSP00000222247	0	0	0	0	0.973	0.996	0.800	0.514	0.999
RPL13A	RPL19	9606.ENSP00000375730	9606.ENSP00000225430	0.053	0	0	0	0.999	0.995	0.800	0.540	0.999
RPL13A	RPS12	9606.ENSP00000375730	9606.ENSP00000230050	0.061	0	0	0	0.962	0.980	0.500	0.219	0.999
RPL13A	RPL35	9606.ENSP00000375730	9606.ENSP00000259469	0.115	0	0	0	0.960	0.995	0.800	0.457	0.999
RPL13A	RPL8	9606.ENSP00000375730	9606.ENSP00000262584	0.091	0	0	0	0.961	0.994	0.800	0.590	0.999
RPL13A	RPS11	9606.ENSP00000375730	9606.ENSP00000270625	0.115	0.513	0	0	0.974	0.979	0.500	0.547	0.999
RPL13A	RPS27A	9606.ENSP00000375730	9606.ENSP00000272317	0	0	0	0	0.964	0.968	0.500	0.335	0.999
RPL13A	RPL37	9606.ENSP00000375730	9606.ENSP00000274242	0.042	0	0	0	0.957	0.989	0.800	0.454	0.999
RPL13A	RPS3	9606.ENSP00000375730	9606.ENSP00000278572	0.115	0	0	0	0.999	0.979	0.500	0.602	0.999
RPL13A	RPL29	9606.ENSP00000375730	9606.ENSP00000294189	0	0	0	0	0.943	0.988	0.800	0.508	0.999
RPL13A	RPS23	9606.ENSP00000375730	9606.ENSP00000296674	0.102	0	0	0	0.965	0.981	0.500	0.437	0.999
RPL13A	RPS15A	9606.ENSP00000375730	9606.ENSP00000318646	0.058	0	0	0	0.909	0.959	0.500	0.336	0.998
RPL13A	RPL7	9606.ENSP00000375730	9606.ENSP00000339795	0.079	0	0	0	0.930	0.991	0.800	0.578	0.999
RPL13A	RPS2	9606.ENSP00000375730	9606.ENSP00000341885	0.102	0	0	0	0.965	0.979	0.500	0.507	0.999
RPL13A	RPL3	9606.ENSP00000375730	9606.ENSP00000346001	0.091	0	0	0	0.954	0.993	0.500	0.693	0.999
RPL13A	RPL27A	9606.ENSP00000375730	9606.ENSP00000346015	0.056	0	0	0	0.961	0.992	0.800	0.389	0.999
RPL13A	RPL21	9606.ENSP00000375730	9606.ENSP00000346027	0	0	0	0	0.987	0.993	0.800	0.369	0.999
RPL13A	RPLP1	9606.ENSP00000375730	9606.ENSP00000346037	0	0	0	0	0.988	0.959	0.800	0.651	0.999
RPL13A	RPS3A	9606.ENSP00000375730	9606.ENSP00000346050	0	0	0	0	0.968	0.980	0.500	0.479	0.999
RPL13A	RPL39	9606.ENSP00000375730	9606.ENSP00000355315	0.070	0	0	0	0.887	0.964	0.500	0.302	0.998
RPL13A	RPL7A	9606.ENSP00000375730	9606.ENSP00000361076	0.061	0	0	0	0.960	0.993	0.800	0.572	0.999
RPL13A	YBX1	9606.ENSP00000375730	9606.ENSP00000361626	0	0	0	0	0.366	0.222	0	0.103	0.519
RPL13A	RPS4X	9606.ENSP00000375730	9606.ENSP00000362744	0.042	0	0	0	0.919	0.931	0.500	0.412	0.998
RPL13A	RPS16	9606.ENSP00000375730	9606.ENSP00000367806	0.091	0	0	0	0.961	0.982	0.500	0.853	0.999
RPL13A	RPS6	9606.ENSP00000375730	9606.ENSP00000369757	0	0	0	0	0.999	0.986	0.500	0.422	0.999
RPL13A	RPS9	9606.ENSP00000375730	9606.ENSP00000375632	0.102	0	0	0	0.961	0.977	0.500	0.560	0.999
RPL13A	UBC	9606.ENSP00000375730	9606.ENSP00000441543	0	0	0	0	0.393	0.418	0	0.454	0.790
RPL13A	RPL41	9606.ENSP00000375730	9606.ENSP00000449026	0	0	0	0	0.358	0.319	0.800	0.312	0.931
RPL13A	RPS24	9606.ENSP00000375730	9606.ENSP00000414321	0	0	0	0	0.964	0.967	0.500	0.500	0.999
RPL13A	RPL9	9606.ENSP00000375730	9606.ENSP00000494697	0.102	0	0	0	0.961	0.992	0.800	0.473	0.999
RPL13A	RPL6	9606.ENSP00000375730	9606.ENSP00000403172	0.079	0	0	0	0.961	0.991	0.800	0.539	0.999
RPL13A	RPL36	9606.ENSP00000375730	9606.ENSP00000464342	0	0	0	0	0.962	0.993	0.800	0.406	0.999
RPL13A	RPS19	9606.ENSP00000375730	9606.ENSP00000470972	0	0	0	0	0.964	0.978	0.500	0.521	0.999
RPL13A	RPL34	9606.ENSP00000375730	9606.ENSP00000378163	0.070	0	0	0	0.962	0.992	0.800	0.405	0.999
RPL13A	RPS18	9606.ENSP00000375730	9606.ENSP00000393241	0.115	0	0	0	0.961	0.978	0.500	0.705	0.999
RPL13A	RPL30	9606.ENSP00000375730	9606.ENSP00000428085	0.058	0	0	0	0.963	0.994	0.800	0.513	0.999
RPL13A	RPS7	9606.ENSP00000375730	9606.ENSP00000495273	0	0	0	0	0.959	0.972	0.500	0.241	0.999
RPL13A	RPS28	9606.ENSP00000375730	9606.ENSP00000472469	0.084	0	0	0	0.960	0.967	0.500	0.528	0.999
RPL13A	RPS5	9606.ENSP00000375730	9606.ENSP00000472985	0.091	0	0	0	0.961	0.974	0.500	0.405	0.999
RPL13A	RPS25	9606.ENSP00000375730	9606.ENSP00000435096	0	0	0	0	0.960	0.977	0.500	0.532	0.999
RPL13A	RPL23A	9606.ENSP00000375730	9606.ENSP00000389103	0.115	0	0	0	0.970	0.992	0.800	0.557	0.999
RPL13A	RPS20	9606.ENSP00000375730	9606.ENSP00000429374	0.102	0	0	0	0.999	0.980	0.500	0.748	0.999
RPL13A	RPL24	9606.ENSP00000375730	9606.ENSP00000377640	0.057	0	0	0	0.960	0.993	0.800	0.211	0.999
RPL13A	RPL37A	9606.ENSP00000375730	9606.ENSP00000418082	0.086	0	0	0	0.959	0.993	0.800	0.419	0.999
RPL13A	RPS8	9606.ENSP00000375730	9606.ENSP00000379888	0	0	0	0	0.975	0.978	0.500	0.593	0.999
RPL13A	RPS15	9606.ENSP00000375730	9606.ENSP00000466010	0.115	0	0	0	0.959	0.971	0.500	0.550	0.999
RPL13A	RPL26	9606.ENSP00000375730	9606.ENSP00000463784	0.091	0	0	0	0.941	0.970	0.500	0.412	0.999
RPL13A	RPL28	9606.ENSP00000375730	9606.ENSP00000452763	0	0	0	0	0.958	0.987	0.800	0.492	0.999
RPL13A	RPS27	9606.ENSP00000375730	9606.ENSP00000499044	0	0	0	0	0.942	0.968	0.500	0.467	0.999
RPL13A	RPL35A	9606.ENSP00000375730	9606.ENSP00000495672	0	0	0	0	0.963	0.991	0.800	0.378	0.999
RPL13A	RPS29	9606.ENSP00000375730	9606.ENSP00000379339	0.091	0	0	0	0.959	0.971	0.500	0.496	0.999
RPL13A	RPS14	9606.ENSP00000375730	9606.ENSP00000385958	0.091	0	0	0	0.989	0.978	0.500	0.424	0.999
RPL13A	TPT1	9606.ENSP00000375730	9606.ENSP00000477781	0	0	0	0	0.999	0.099	0	0.124	0.999
RPL13A	RPL32	9606.ENSP00000375730	9606.ENSP00000416429	0	0	0	0	0.970	0.994	0.800	0.728	0.999
RPL13A	RPS13	9606.ENSP00000375730	9606.ENSP00000435777	0.084	0	0	0	0.968	0.979	0.500	0.519	0.999
RPL18A	UBC	9606.ENSP00000222247	9606.ENSP00000441543	0	0	0	0	0.341	0.496	0	0.052	0.657
RPL18A	TPT1	9606.ENSP00000222247	9606.ENSP00000477781	0	0	0	0	0.924	0.310	0	0	0.945
RPL18A	RPL41	9606.ENSP00000222247	9606.ENSP00000449026	0	0	0	0	0.299	0.429	0.900	0.247	0.965
RPL18A	RPS14	9606.ENSP00000222247	9606.ENSP00000385958	0	0	0	0	0.980	0.981	0	0.407	0.999
RPL18A	RPS15A	9606.ENSP00000222247	9606.ENSP00000318646	0	0	0	0	0.928	0.972	0	0.664	0.999
RPL18A	RPS9	9606.ENSP00000222247	9606.ENSP00000375632	0	0	0	0	0.991	0.992	0	0.353	0.999
RPL18A	RPS23	9606.ENSP00000222247	9606.ENSP00000296674	0	0	0	0	0.991	0.993	0.900	0.417	0.999
RPL18A	RPL39	9606.ENSP00000222247	9606.ENSP00000355315	0	0	0	0	0.954	0.967	0.900	0.320	0.999
RPL18A	RPL29	9606.ENSP00000222247	9606.ENSP00000294189	0	0	0	0	0.980	0.991	0	0.348	0.999
RPL18A	RPL32	9606.ENSP00000222247	9606.ENSP00000416429	0	0	0	0	0.992	0.996	0.900	0.483	0.999
RPL18A	RPS13	9606.ENSP00000222247	9606.ENSP00000435777	0	0	0	0	0.991	0.993	0	0.459	0.999
RPL18A	RPS3A	9606.ENSP00000222247	9606.ENSP00000346050	0	0	0	0	0.992	0.994	0	0.665	0.999
RPL18A	RPS27A	9606.ENSP00000222247	9606.ENSP00000272317	0	0	0	0	0.980	0.992	0	0.492	0.999
RPL18A	RPS3	9606.ENSP00000222247	9606.ENSP00000278572	0	0	0	0	0.993	0.993	0	0.590	0.999
RPL18A	RPS11	9606.ENSP00000222247	9606.ENSP00000270625	0	0	0	0	0.995	0.993	0	0.242	0.999
RPL18A	RPL3	9606.ENSP00000222247	9606.ENSP00000346001	0	0	0	0	0.960	0.995	0	0.558	0.999
RPL18A	RPS27	9606.ENSP00000222247	9606.ENSP00000499044	0	0	0	0	0.984	0.978	0	0.453	0.999
RPL18A	RPL28	9606.ENSP00000222247	9606.ENSP00000452763	0	0	0	0	0.964	0.992	0	0.376	0.999
RPL18A	RPL35A	9606.ENSP00000222247	9606.ENSP00000495672	0	0	0	0	0.991	0.992	0	0.526	0.999
RPL18A	RPL37	9606.ENSP00000222247	9606.ENSP00000274242	0	0	0	0	0.939	0.991	0	0.437	0.999
RPL18A	RPL21	9606.ENSP00000222247	9606.ENSP00000346027	0.102	0	0	0	0.991	0.994	0	0.768	0.999
RPL18A	RPS29	9606.ENSP00000222247	9606.ENSP00000379339	0	0	0	0	0.973	0.991	0.900	0.408	0.999
RPL18A	RPL30	9606.ENSP00000222247	9606.ENSP00000428085	0	0	0	0	0.993	0.996	0.900	0.635	0.999
RPL18A	RPLP1	9606.ENSP00000222247	9606.ENSP00000346037	0.163	0	0	0	0.983	0.985	0	0.388	0.999
RPL18A	RPS4X	9606.ENSP00000222247	9606.ENSP00000362744	0	0	0	0	0.954	0.974	0	0.598	0.999
RPL18A	RPS7	9606.ENSP00000222247	9606.ENSP00000495273	0	0	0	0	0.990	0.993	0	0.349	0.999
RPL18A	RPS28	9606.ENSP00000222247	9606.ENSP00000472469	0	0	0	0	0.980	0.991	0.900	0.640	0.999
RPL18A	RPS5	9606.ENSP00000222247	9606.ENSP00000472985	0	0.030	0	0	0.991	0.993	0	0.393	0.999
RPL18A	RPS25	9606.ENSP00000222247	9606.ENSP00000435096	0	0	0	0	0.990	0.992	0	0.645	0.999
RPL18A	RPL23A	9606.ENSP00000222247	9606.ENSP00000389103	0	0	0	0	0.992	0.995	0	0.560	0.999
RPL18A	RPS20	9606.ENSP00000222247	9606.ENSP00000429374	0	0	0	0	0.991	0.994	0	0.615	0.999
RPL18A	RPL8	9606.ENSP00000222247	9606.ENSP00000262584	0	0	0	0	0.992	0.996	0.900	0.481	0.999
RPL18A	RPL37A	9606.ENSP00000222247	9606.ENSP00000418082	0.221	0	0	0	0.966	0.995	0	0.381	0.999
